27.29393,-80.35033,fl,port saint lucie
34.06334,-117.65089,ca,ontario
45.63873,-122.66149,wa,vancouver
33.41477,-111.90931,az,tempe
37.21533,-93.29824,mo,springfield
33.41421,-111.94348,az,tempe junction
34.69804,-118.13674,ca,lancaster
44.05207,-123.08675,or,eugene
26.00315,-80.22394,fl,pembroke pines
44.9429,-123.0351,or,salem
26.56285,-81.94953,fl,cape coral
43.54997,-96.70033,sd,sioux falls
38.4088,-121.37162,ca,elk grove
42.27113,-89.094,il,rockford
34.57943,-118.11646,ca,palmdale
33.87529,-117.56644,ca,corona
36.67774,-121.6555,ca,salinas
34.05529,-117.75228,ca,pomona
41.52519,-88.0834,il,joliet
43.6135,-116.20345,id,boise
39.11417,-94.62746,ks,kansas city
33.83585,-118.34063,ca,torrance
41.16704,-73.20483,ct,bridgeport
37.66882,-122.0808,ca,hayward
40.58526,-105.08442,co,fort collins
33.11921,-117.08642,ca,escondido
39.70471,-105.08137,co,lakewood
29.97854,-90.16396,la,metairie terrace
41.78586,-88.14729,il,naperville
39.75895,-84.19161,oh,dayton
37.36883,-122.03635,ca,sunnyvale
29.98409,-90.15285,la,metairie
34.14778,-118.14452,ca,pasadena
33.78779,-117.85311,ca,orange
32.08354,-81.09983,ga,savannah
35.79154,-78.78112,nc,cary
33.87029,-117.92534,ca,fullerton
36.52977,-87.35945,tn,clarksville
40.69161,-112.00105,ut,west valley city
39.04833,-95.67804,ks,topeka
34.17056,-118.83759,ca,thousand oaks
42.00833,-91.64407,ia,cedar rapids
38.8814,-94.81913,ks,olathe
29.65163,-82.32483,fl,gainesville
34.26945,-118.78148,ca,simi valley
47.61038,-122.20068,wa,bellevue
37.97798,-122.03107,ca,concord
25.98731,-80.23227,fl,miramar
26.27119,-80.2706,fl,coral springs
30.22409,-92.01984,la,lafayette
32.77657,-79.93092,sc,charleston
32.95373,-96.89028,tx,carrollton
38.75212,-121.28801,ca,roseville
39.86804,-104.97192,co,thornton
30.08605,-94.10185,tx,beaumont
33.63059,-112.33322,az,surprise
37.97476,-87.55585,in,evansville
32.44874,-99.73314,tx,abilene
33.15067,-96.82361,tx,frisco
39.09112,-94.41551,mo,independence
33.96095,-83.37794,ga,athens
37.35411,-121.95524,ca,santa clara
40.69365,-89.58899,il,peoria
34.06862,-118.02757,ca,el monte
33.21484,-97.13307,tx,denton
37.87159,-122.27275,ca,berkeley
40.23384,-111.65853,ut,provo
33.94001,-118.13257,ca,downey
31.99735,-102.07791,tx,midland
35.22257,-97.43948,ok,norman
41.55815,-73.0515,ct,irving
33.64113,-117.91867,ca,costa mesa
33.96168,-118.35313,ca,inglewood
35.84562,-86.39027,tn,murfreesboro
36.02525,-115.24194,nv,enterprise
42.03725,-88.28119,il,elgin
27.96585,-82.8001,fl,clearwater
25.94204,-80.2456,fl,miami gardens
38.25445,-104.60914,co,pueblo
42.63342,-71.31617,ma,lowell
34.22573,-77.94471,nc,wilmington
39.80276,-105.08748,co,arvada
39.83665,-105.0372,co,westminster
34.06862,-117.93895,ca,west covina
45.49818,-122.43148,or,gresham
33.90224,-118.08173,ca,norwalk
33.15809,-117.35059,ca,carlsbad
38.24936,-122.03997,ca,fairfield
42.3751,-71.10561,ma,cambridge
34.1389,-118.35341,ca,universal city
35.95569,-80.00532,nc,high point
45.78329,-108.50069,mt,billings
44.51916,-88.01983,wi,green bay
40.60967,-111.9391,ut,west jordan
37.93576,-122.34775,ca,richmond
27.9378,-82.28592,fl,brandon
33.55391,-117.21392,ca,murrieta
34.18084,-118.30897,ca,burbank
28.03446,-80.58866,fl,palm bay
47.97898,-122.20208,wa,everett
38.00492,-121.80579,ca,antioch
41.68338,-86.25001,in,south bend
37.70577,-122.46192,ca,daly city
39.57916,-104.87692,co,centennial
33.49364,-117.14836,ca,temecula
